Tecnicas;Design Role;Classe;Método;LOC;CC;Efferent;NOP;Problema de Design;Deveria ser REFATORADO por conta desse problema?; Se DISCORDAR, quais os motivos? 
 V ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consulta.ConsultarDocsAlteradosRepassados;getOcorrenciasNavegacao;24;4;10;2;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.cadastro.EmitirMensagemConclusaoCadastroCheque;process;22;2;10;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;existeChaveTipoSolicitante;18;3;8;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;registrarHistoricoCustodialCmdSQLFormaRecolhimento;145;16;7;6;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.empresasCourrier.AlterarEmpresasCourrier;process;22;2;7;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemReceitaOutrosOrgaos;process;40;7;10;0;Muitos Desvios;(1) Discordo Fortemente;;
 A, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;registrarDadosExcluirDoc;81;11;13;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.concBanc.ListarDadosDetalhes;setItensDocumento;50;15;8;2;Muitos Parametros;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIsencaoTributos;montarDocumentosPorSolicitacao;18;2;8;3;Muitos Parametros;(1) Discordo Fortemente;;
 V ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;gravarArquivo;48;7;14;3;Metodo Longo;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIsencaoTributos;baixaIsencao;9;3;7;6;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.ExcluirItemDAE;process;38;6;11;0;Metodo Longo;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarItens;98;27;11;3;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.concBanc.ListarDadosDetalhes;setItensDocumento;50;15;8;2;Muitos Desvios;(1) Discordo Fortemente;;
 A, V ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.receita.ConsultarReceitaDetalhada;process;22;19;4;0;Muitos Desvios;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIsencaoTributos;montarDocTipoSolicitanteICMSIPVA;37;10;13;3;Muitos Desvios;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.outrosOrgaos.GerarDAEOutrosOrgaos;montarDAEGerar;41;2;13;3;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.ConsultarDAEsNaoRepassados;getCampoOrdenacao;5;4;1;1;Muitos Desvios;(1) Discordo Fortemente;;
 A, V, X ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.GerarArqRepasse;gravarArquivoRepasseDAS;115;21;15;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;existeReceitaIcmsIpva;11;4;4;1;Muitos Desvios;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.GerarArqRepasse;gravarArquivoRepasseGNRE;159;30;15;3;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.formaRecolhimentoICMS.ExcluirFormaRecolhimentoMensagem;initialize;19;2;2;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.motivoDAEManual.IncluirMotivoDAEManual;process;24;2;10;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;PERSISTENCE;br.gov.se.sefaz.sae.dao.custodiais.DAOSAESQLBean;getEntidadeMotivoAlteracaoDocCollection;12;4;5;1;Muitos Desvios;(1) Discordo Fortemente;;
 A, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.ImprimirDAE;process;67;20;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;cancelarVincularNotaDAEMensal;4;1;2;2;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.empresasCourrier.AlterarEmpresasCourrier;process;22;2;7;0;Metodo Longo;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;setDsMensagem;9;5;4;2;Muitos Parametros;(1) Discordo Fortemente;;
 V ;PERSISTENCE;br.gov.se.sefaz.sae.dao.IPVA.DAOIPVASQLBean;recIpvaVeiculo;13;4;5;1;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.substituicao.ListarItensAntecipacaoMensal;montarItensDocumento;24;2;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;obterLayoutGenerico;13;1;7;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorGNRE;inserirPessoaNaoInscrita;17;4;7;2;Muitos Parametros;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.ExcluirItemDAE;process;151;41;14;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;obterValorParametro;12;2;5;2;Muitos Parametros;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;verificarAlteracaoGNRE;340;168;17;1;Muitos Desvios;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.emitirTermoEntregaTalao.ConfirmarEmissaoTermoRegiao;setItensDocumento;17;3;5;2;Muitos Parametros;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.AlterarItemDAE;process;291;120;17;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.isencaoTributos.to.consulta.ConsultaAvancadaIsencaoTributos;montaFiltroIntervaloData;31;11;7;2;Muitos Desvios;(1) Discordo Fortemente;;
 V ;PERSISTENCE;br.gov.se.sefaz.sae.dao.custodiais.DAOSAESQLBean;recPercentCalculoReceita;13;4;5;1;Muitos Desvios;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.ExcluirDAEManualViaEletronica;process;195;74;18;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarComboFormaRecolhimentoPSDI;13;2;8;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, R, D, V, X ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.isencaoTributos.to.consulta.ConsultaAvancadaIsencaoTributos;montaDoctoSaida;34;9;11;5;Muitos Parametros;(1) Discordo Fortemente;;
 A, R, D, V, X ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorGNRE;converterEntidadeGNRE;154;39;18;1;Muitos Desvios;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.ListarDAEAlteracao;validaDadosInformados;12;8;7;3;Muitos Parametros;(1) Discordo Fortemente;;
 A, R, D, V, X ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNRE;registrarRecolhimentoDocumento;230;62;30;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.produtoSAE.AlterarProdutoSAE;initialize;22;2;0;0;Metodo Longo;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consultaArquivo.ConsultarArquivosNaoEnviadosPeloBanco;process;91;26;18;0;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.entidade.AlterarEntidade;process;35;9;11;0;Muitos Desvios;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorTalonario;registrarMovimentacaoTalaoCadastro;20;8;6;11;Metodo Longo;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.ConsultarContribuinteDAEManual;process;118;40;19;0;Muitos Desvios;(1) Discordo Fortemente;;
 A, R, D, V, X ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;registrarHistoricoCustodialPRPCmdSQL;96;9;9;5;Muitos Parametros;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;obterRepasse;14;11;7;3;Muitos Desvios;(1) Discordo Fortemente;;
 V ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;alterarPessoaNaoInscrita;19;3;10;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, V, X ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;montarFiltroArg;375;44;15;4;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.excluirViaEletronica.ConsultarViaEletronica;process;39;7;8;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.regimeTributacaoIcms.IncluirRegimeTributacaoICMS;process;23;2;9;0;Metodo Longo;(1) Discordo Fortemente;;
 A, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;alterarDadosGNRESessao;199;110;14;4;Muitos Parametros;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.talonario.ConsultarMovimentacaoTalao;getOcorrenciasNavegacao;20;3;9;3;Muitos Parametros;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.sefaz.se.sae.oper.to.substituicao.SubstituirDAE;process;109;28;13;0;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.fechamento.ListarDataFechamentoAberto;process;17;8;7;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;gravarCabecalho;25;4;10;5;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;PERSISTENCE;br.gov.se.sefaz.sae.dao.custodiais.DAOSAESQLBean;recConvenio;13;4;5;1;Muitos Desvios;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;validarDadosDAR;44;12;10;1;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.certidaoIPVA.EmitirCertidaoNegativa;compare;3;4;7;2;Muitos Desvios;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;obterRepasseDAE;9;3;7;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;PERSISTENCE;br.gov.se.sefaz.sae.dao.custodiais.DAOSAESQLBean;getEntidadeTipoOperacaoCollection;16;4;6;1;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirDetalheReceitasNaoTributarias;26;15;8;3;Metodo Longo;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;setAtividadeEcon;14;6;7;2;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.prescricao.ConsultarDocumentoPrescricao;obterMenorVencimentoReceitaDAE;15;4;7;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cadastro.conta.CadastrarContaBancaria;process;25;2;8;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.unidadeTalao.ExcluirUnidadeTalao;process;22;2;9;0;Metodo Longo;(1) Discordo Fortemente;;
 D, V ;ABAS;br.gov.se.sefaz.sae.consultas.to.documento.AbaBase;preencheDocCabecalhoSAE;62;15;8;3;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;adicionarItemDAEIPVA;25;2;5;2;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.AlterarItemDAE;process;35;6;7;0;Metodo Longo;(1) Discordo Fortemente;;
 A, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarItens;98;27;11;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, V, X ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.emitirTermoEntregaTalao.ConfirmarEmissaoTermoRegiao;process;27;5;15;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.dae.DesmembrarDAE;process;85;17;14;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;[CONSTANTES, CONSTANTESEMISSAODAE];br.gov.se.sefaz.sae.util.campo.CamposSAE;obterDsParcelaApuracao;50;9;2;1;Metodo Longo;(1) Discordo Fortemente;;
 V ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.cheqDev.ConsultarCheqDev;montaFiltroArg;48;16;9;1;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.TransacaoCustodiais;getNavTotal;7;1;7;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.substituicao.ListarItensAntecipacaoMensal;montarItensDocumento;24;2;9;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.inscricaoEstadual.ConsultarDadosAlteracaoInscricao;process;49;12;7;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropriedadesItemDaeMultaFiscalEspecial;97;17;15;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;formatarTelaDAEAvulsoContribInscrito;159;31;11;3;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.tipoDocumentoSituacao.IncluirTipoDocumentoSituacao;process;22;2;9;0;Metodo Longo;(1) Discordo Fortemente;;
 A, V, X ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;gravarArquivoExcel;56;8;14;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, R, V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cancelamento.dae.ConsultarDAECancelamento;process;90;27;16;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;getSituacaoDoc;11;12;2;1;Muitos Desvios;(1) Discordo Fortemente;;
 V ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorMantab;executarMantabUtil;19;4;10;5;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.reemissao.ReemitirAntecipacaoMensal;getOcorrenciasNavegacao;29;6;9;3;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.vencimento.ConsultarVencimentoICMS;obtemDescricaoCNAEF;12;2;7;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;getEntidadeDetalheDAE;6;1;4;2;Muitos Parametros;(1) Discordo Fortemente;;
 V ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;registrar;20;4;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarCancelamentoDAE;3;1;3;4;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarComboFormaRecolhimentoNaoInscrito;16;2;10;4;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;montaModoExibicaoIdent;37;16;5;3;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.ipva.ConsultarLog;getOcorrenciasNavegacao;20;3;9;3;Metodo Longo;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.GerarReemissaoDAESIT;registrarDAEDED;28;3;12;2;Muitos Parametros;(1) Discordo Fortemente;;
 V ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;obterEntidadeVencimentoICMS;10;1;3;2;Muitos Parametros;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;calcularPeriodoPrescricao;23;5;9;4;Muitos Desvios;(1) Discordo Fortemente;;
 V ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqErroRepasseDAE;processarArquivo;25;7;7;0;Metodo Longo;(1) Discordo Fortemente;;
 A, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;atualizarValorDeDataReprocessada;36;4;16;4;Muitos Parametros;(1) Discordo Fortemente;;
 A, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.GerarReemissaoDAESIT;process;93;28;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.inclusao.itemDae.ListarItensDAE;initialize;31;3;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.excluirViaEletronica.ConfirmaExclusaoViaEletronica;process;40;4;19;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;getConversaoReceita;22;2;7;2;Metodo Longo;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;obterTotaReceitaItens;31;11;7;4;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineDAE;registrarRecolhimentoDocumento;25;3;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.devolverTalao.ListarTalaoDistribuidoUnidade;getOcorrenciasNavegacao;24;4;10;3;Metodo Longo;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;verificaArrecadacaoFechada;24;9;8;1;Muitos Desvios;(1) Discordo Fortemente;;
 A, R, V ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consulta.ConsultarConfronto;process;88;12;16;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteNaoInscrito.GerarItemReceitaOutrosOrgaosConfirmar;process;21;8;7;0;Metodo Longo;(1) Discordo Fortemente;;
 V ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;montarComboBancoAtivo;31;7;8;1;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultImpExpContribuiteInscrito;36;11;8;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, V, X ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.concBanc.ConsultaConcBanc;montaDoctoSaida;77;13;11;5;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultICMSContribuiteInscrito;47;10;10;2;Muitos Desvios;(1) Discordo Fortemente;;
 A, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;validarEtiqueta;11;2;6;4;Muitos Parametros;(1) Discordo Fortemente;;
 A, R, D, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;registrarHistoricoNovaDAS;4;1;3;5;Muitos Parametros;(1) Discordo Fortemente;;
 A, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;obterDocParaCheque;11;1;7;4;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.EmitirDAEContribuinteInscrito;validarPessoaGenerica;28;11;5;1;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.convenio.IncluirConvenio;process;19;2;8;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, R, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarDAEEspecial;process;127;27;16;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;PERSISTENCE;br.gov.se.sefaz.sae.dao.custodiais.DAOSAESQLBean;recTipoDocumentoSituacao;13;4;5;1;Muitos Desvios;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;regularizarDAEDuplicado;37;4;9;3;Metodo Longo;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.EmitirDAEAvulsoSAP;adicionarAtvEconPrincipalContribuinte;37;10;8;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.ExcluirItemDAE;initialize;17;4;5;0;Muitos Desvios;(1) Discordo Fortemente;;
 A, R, D, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarRecolhimento;148;61;26;3;Muitos Desvios;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.repassarTalao.ListarTalaoRepasse;setItensDocumento;13;2;4;2;Muitos Parametros;(1) Discordo Fortemente;;
 A, V, X ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.itcmd.ConsultarContribuinteITCMD;initialize;108;45;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 A, R, D, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;gerarNotificacaoCheqDev;41;3;14;5;Muitos Parametros;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.ConsultarRepasseDASGNRE;obterRepasseDAE;10;2;6;2;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecGNRE.InformarDataArrecadacao;process;44;6;12;0;Muitos Desvios;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.emitirTermoTransporteTalao.ConfirmarEmissãoTermoUnidade;process;26;5;14;0;Muitos Desvios;(1) Discordo Fortemente;;
 V ;REGISTROMOVCONSOLIDADO;br.gov.se.sefaz.sae.concBanc.ng.registro.RegistroG;atualizarNrDAEPendencia;16;5;4;1;Muitos Desvios;(1) Discordo Fortemente;;
 D, V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaeICMSEspecialNaoInscrito;96;13;5;2;Muitos Parametros;(1) Discordo Fortemente;;
 A, V, X ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;verificaCampoAlteradoItemDAE;14;8;4;4;Muitos Parametros;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultReceitaExtraOrcamentaria;25;4;9;2;Metodo Longo;(1) Discordo Fortemente;;
 A, V, X ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.dae.ConfirmarDesmembrarDAE;registrarDesmembramentoDAEComplementar;80;28;13;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
 V ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;setDadosItemDocIncons;25;5;7;3;Metodo Longo;(1) Discordo Fortemente;;
 A, R, D, V, X ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.ConsultarHistoricoCustodiais;comparaDataInicialFinal;10;8;2;6;Muitos Parametros;(1) Discordo Fortemente;;
 V ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;obterEmissorCheque;16;4;6;2;Muitos Parametros;(1) Discordo Fortemente;;
